Date,ET,PCP,SR,VP,AT,RH,DPT,WD,ST,WS
2021-08-08 16:00:00,0.02,0.0,1278,17.2,89.9,36.0,59.2,314,87.0,3.978656
2021-08-08 17:00:00,0.02,0.0,913,17.1,90.0,36.0,59.1,315,87.5,3.57632
2021-08-08 18:00:00,0.01,0.0,505,16.8,88.3,37.0,58.6,336,87.7,2.6375360000000003
2021-08-08 19:00:00,0.01,0.0,134,14.7,84.8,36.0,54.9,245,87.8,3.039872
2021-08-08 20:00:00,0.0,0.0,3,14.9,78.5,45.0,55.2,263,87.5,2.503424
2021-08-08 21:00:00,0.0,0.0,0,14.7,75.7,48.0,54.8,260,86.8,1.34112
2021-08-08 22:00:00,0.0,0.0,0,15.1,71.7,57.0,55.6,91,85.8,1.162304
2021-08-08 23:00:00,0.0,0.0,0,17.1,65.3,80.0,59.1,60,84.8,1.162304
2021-08-09 01:00:00,0.0,0.0,0,18.4,61.4,99.0,61.1,51,82.7,0.8493759999999999
2021-08-09 02:00:00,0.0,0.0,2,17.9,60.5,99.0,60.3,315,81.7,0.89408
2021-08-09 03:00:00,0.0,0.0,1,17.3,59.6,99.0,59.4,304,80.7,1.0728959999999998
2021-08-09 04:00:00,0.0,0.0,0,16.8,58.9,99.0,58.6,298,79.8,1.56464
2021-08-09 05:00:00,0.0,0.0,0,16.5,58.3,99.0,58.1,317,78.9,0.759968
2021-08-09 06:00:00,0.0,0.0,65,16.6,58.4,99.0,58.2,308,78.1,0.89408
2021-08-09 07:00:00,0.0,0.0,360,20.3,64.6,98.0,63.9,299,77.4,1.430528
2021-08-09 08:00:00,0.01,0.0,759,20.1,69.9,81.0,63.7,315,76.9,1.743456
2021-08-09 09:00:00,0.02,0.0,1146,19.4,74.4,67.0,62.6,335,77.1,1.6987519999999998
2021-08-09 10:00:00,0.02,0.0,1470,17.3,77.3,54.0,59.4,326,77.9,2.2799039999999997
2021-08-09 11:00:00,0.03,0.0,1702,15.0,81.3,41.0,55.5,329,79.4,2.324608
2021-08-09 12:00:00,0.03,0.0,1828,14.9,85.6,36.0,55.3,323,81.2,2.68224
2021-08-09 13:00:00,0.03,0.0,1848,14.9,88.5,32.0,55.2,317,83.2,2.6375360000000003
2021-08-09 14:00:00,0.03,0.0,1761,14.7,91.0,30.0,54.9,306,85.2,2.771648
2021-08-09 15:00:00,0.03,0.0,1575,13.2,93.6,24.0,51.8,309,87.0,3.218688
2021-08-09 16:00:00,0.03,0.0,1303,10.3,93.0,20.0,45.4,315,88.2,3.933952
2021-08-09 17:00:00,0.02,0.0,943,8.4,92.3,16.0,40.1,319,88.6,3.844544
2021-08-09 18:00:00,0.01,0.0,535,9.2,89.7,19.0,42.3,310,88.6,3.889248
2021-08-09 19:00:00,0.01,0.0,166,9.0,84.4,22.0,41.7,305,88.4,2.995168
2021-08-09 20:00:00,0.0,0.0,2,7.4,79.3,22.0,36.6,286,88.1,3.3975039999999996
2021-08-09 21:00:00,0.0,0.0,0,8.9,74.4,31.0,41.5,278,87.3,1.8775680000000001
2021-08-09 22:00:00,0.0,0.0,0,9.3,71.8,35.0,42.7,231,86.3,0.983488
2021-08-09 23:00:00,0.0,0.0,0,9.6,69.7,39.0,43.5,277,85.1,0.89408
2021-08-10 01:00:00,0.0,0.0,0,13.3,62.5,69.0,52.2,277,82.8,1.4752319999999999
2021-08-10 02:00:00,0.0,0.0,0,16.8,61.0,92.0,58.6,328,81.8,1.296416
2021-08-10 03:00:00,0.0,0.0,2,17.8,60.5,99.0,60.2,320,80.8,1.296416
2021-08-10 04:00:00,0.0,0.0,1,17.3,59.7,99.0,59.5,277,80.0,1.609344
2021-08-10 05:00:00,0.0,0.0,1,16.7,58.6,99.0,58.4,281,79.2,1.251712
2021-08-10 06:00:00,0.0,0.0,45,16.3,58.0,99.0,57.8,290,78.5,1.385824
2021-08-10 07:00:00,0.0,0.0,332,19.2,64.0,94.0,62.3,313,77.8,1.8328639999999998
2021-08-10 08:00:00,0.01,0.0,733,16.4,70.6,64.0,57.9,328,77.4,1.78816
2021-08-10 09:00:00,0.02,0.0,1122,15.7,75.0,53.0,56.7,332,77.5,1.654048
2021-08-10 10:00:00,0.02,0.0,1440,15.3,78.7,46.0,56.0,277,78.2,1.162304
2021-08-10 11:00:00,0.03,0.0,1664,14.5,84.6,36.0,54.4,276,79.8,1.385824
2021-08-10 12:00:00,0.03,0.0,1797,14.1,91.6,28.0,53.8,342,82.0,2.1457919999999997
2021-08-10 13:00:00,0.03,0.0,1832,11.8,93.5,22.0,49.0,322,84.2,2.7269439999999996
2021-08-10 14:00:00,0.03,0.0,1735,10.8,96.7,18.0,46.6,328,86.3,2.7269439999999996
2021-08-10 15:00:00,0.03,0.0,1549,10.4,98.6,16.0,45.5,320,88.0,2.8163519999999997
2021-08-10 16:00:00,0.02,0.0,1272,9.6,99.3,15.0,43.5,316,89.3,2.7269439999999996
2021-08-10 17:00:00,0.02,0.0,911,9.9,98.0,16.0,44.3,312,89.9,3.12928
2021-08-10 18:00:00,0.01,0.0,495,9.3,94.9,17.0,42.5,314,89.9,3.57632
2021-08-10 19:00:00,0.01,0.0,148,11.1,89.0,24.0,47.2,300,89.8,2.45872
2021-08-10 20:00:00,0.0,0.0,2,11.0,81.9,30.0,47.1,293,89.4,2.056384
2021-08-10 21:00:00,0.0,0.0,0,9.9,78.4,30.0,44.2,291,88.6,1.609344
2021-08-10 22:00:00,0.0,0.0,0,10.6,74.8,36.0,46.2,288,87.5,2.503424
2021-08-10 23:00:00,0.0,0.0,0,10.4,72.2,39.0,45.6,263,86.5,1.8328639999999998
2021-08-11 01:00:00,0.0,0.0,0,9.6,69.2,40.0,43.5,255,84.4,1.743456
2021-08-11 02:00:00,0.0,0.0,0,10.1,68.6,42.0,44.8,277,83.4,1.207008
2021-08-11 03:00:00,0.0,0.0,0,11.3,66.0,52.0,47.7,296,82.5,1.56464
2021-08-11 04:00:00,0.0,0.0,0,11.7,64.4,57.0,48.7,144,81.7,0.983488
2021-08-11 05:00:00,0.0,0.0,1,11.7,62.3,61.0,48.6,335,80.9,0.89408
2021-08-11 06:00:00,0.0,0.0,41,12.6,61.5,67.0,50.6,273,80.1,1.0728959999999998
2021-08-11 07:00:00,0.0,0.0,312,15.2,67.8,65.0,55.8,289,79.4,1.4752319999999999
2021-08-11 08:00:00,0.01,0.0,715,15.1,76.1,49.0,55.6,290,78.9,1.609344
2021-08-11 09:00:00,0.02,0.0,1100,13.8,84.1,35.0,53.2,300,79.0,1.8775680000000001
2021-08-11 10:00:00,0.02,0.0,1419,13.8,89.3,29.0,53.1,303,79.9,2.592832
2021-08-11 11:00:00,0.03,0.0,1651,13.5,92.4,26.0,52.5,301,81.4,3.3528
2021-08-11 12:00:00,0.03,0.0,1766,12.6,94.4,23.0,50.7,310,83.1,3.889248
2021-08-11 13:00:00,0.03,0.0,1782,11.8,96.7,20.0,48.9,303,84.8,3.933952
2021-08-11 14:00:00,0.03,0.0,1697,11.2,100.2,17.0,47.5,295,86.5,4.112768
2021-08-11 15:00:00,0.03,0.0,1502,10.1,101.3,15.0,44.8,286,87.9,5.319776
2021-08-11 16:00:00,0.03,0.0,1204,9.7,99.8,15.0,43.8,286,89.0,4.91744
2021-08-11 17:00:00,0.02,0.0,845,9.4,97.5,15.0,42.9,273,89.7,4.202176
2021-08-11 18:00:00,0.01,0.0,459,8.8,94.2,16.0,41.3,244,90.0,3.933952
2021-08-11 19:00:00,0.01,0.0,131,8.2,89.5,17.0,39.5,245,90.0,3.12928
2021-08-11 20:00:00,0.0,0.0,2,8.3,84.5,21.0,39.8,256,89.5,2.8163519999999997
2021-08-11 21:00:00,0.0,0.0,0,8.7,81.8,23.0,40.9,261,88.8,2.8163519999999997
2021-08-11 22:00:00,0.0,0.0,0,8.8,81.1,24.0,41.2,258,88.0,2.771648
2021-08-11 23:00:00,0.0,0.0,0,11.0,76.0,36.0,47.1,44,87.1,2.190496
2021-08-12 01:00:00,0.0,0.0,0,14.1,66.5,63.0,53.6,70,85.2,1.028192
2021-08-12 02:00:00,0.0,0.0,0,13.8,65.9,63.0,53.1,215,84.3,1.1176
2021-08-12 03:00:00,0.0,0.0,0,13.6,66.2,62.0,52.7,249,83.4,1.207008
2021-08-12 04:00:00,0.0,0.0,0,14.1,64.3,69.0,53.8,42,82.6,1.4752319999999999
2021-08-12 05:00:00,0.0,0.0,0,15.2,62.9,78.0,55.8,37,81.8,0.9387840000000001
2021-08-12 06:00:00,0.0,0.0,51,16.0,63.4,80.0,57.2,72,81.1,0.9387840000000001
2021-08-12 07:00:00,0.0,0.0,253,15.1,68.2,64.0,55.5,324,80.4,1.162304
2021-08-12 08:00:00,0.01,0.0,599,14.0,73.9,49.0,53.5,293,80.0,1.34112
2021-08-12 09:00:00,0.02,0.0,1054,12.7,80.4,36.0,51.0,116,79.9,1.028192
2021-08-12 10:00:00,0.02,0.0,1395,13.9,84.3,35.0,53.4,16,80.6,2.101088
2021-08-12 11:00:00,0.03,0.0,1568,14.4,88.2,32.0,54.4,333,81.9,2.90576
2021-08-12 12:00:00,0.03,0.0,1533,14.5,89.1,31.0,54.5,280,83.6,2.503424
2021-08-12 13:00:00,0.03,0.0,1757,13.6,95.1,24.0,52.7,297,85.4,4.783328
2021-08-12 14:00:00,0.03,0.0,1635,13.2,96.5,22.0,52.0,306,86.6,5.498592
2021-08-12 15:00:00,0.03,0.0,1453,11.6,98.2,19.0,48.6,282,87.7,5.498592
2021-08-12 16:00:00,0.03,0.0,1132,11.1,97.5,18.0,47.4,275,88.8,4.91744
2021-08-12 17:00:00,0.02,0.0,760,11.7,95.6,20.0,48.8,262,89.5,3.933952
2021-08-12 18:00:00,0.01,0.0,368,11.7,92.4,22.0,48.6,218,89.7,2.90576
2021-08-12 19:00:00,0.01,0.0,83,11.4,87.4,26.0,48.1,219,89.7,2.101088
2021-08-12 20:00:00,0.0,0.0,0,9.6,83.6,24.0,43.5,230,89.3,2.45872
2021-08-12 21:00:00,0.0,0.0,0,10.9,77.2,34.0,46.8,60,88.6,1.34112
2021-08-12 22:00:00,0.0,0.0,0,13.2,71.9,49.0,51.9,25,87.7,1.430528
2021-08-12 23:00:00,0.0,0.0,0,13.0,69.4,53.0,51.5,7,86.7,1.0728959999999998
2021-08-13 01:00:00,0.0,0.0,0,13.3,66.9,59.0,52.2,39,84.6,1.430528
2021-08-13 02:00:00,0.0,0.0,0,13.6,65.5,63.0,52.7,95,83.7,1.0728959999999998
2021-08-13 03:00:00,0.0,0.0,0,14.5,63.7,72.0,54.4,37,82.8,1.519936
2021-08-13 04:00:00,0.0,0.0,0,14.0,64.0,69.0,53.6,157,82.0,1.1176
2021-08-13 05:00:00,0.0,0.0,1,14.0,62.6,72.0,53.6,353,81.2,0.89408
2021-08-13 06:00:00,0.0,0.0,26,13.9,61.6,74.0,53.4,168,80.5,1.162304
2021-08-13 07:00:00,0.0,0.0,257,14.8,65.9,68.0,55.0,353,79.8,0.715264
2021-08-13 08:00:00,0.01,0.0,658,14.4,73.6,51.0,54.3,352,79.3,1.609344
2021-08-13 09:00:00,0.02,0.0,1062,14.2,76.5,46.0,54.0,23,79.3,2.414016
2021-08-13 10:00:00,0.02,0.0,1379,14.1,80.0,40.0,53.7,46,79.9,1.519936
2021-08-13 11:00:00,0.02,0.0,1607,14.0,85.2,34.0,53.6,341,81.2,1.430528
2021-08-13 12:00:00,0.03,0.0,1733,15.7,87.8,35.0,56.8,313,83.1,3.218688
2021-08-13 13:00:00,0.03,0.0,1766,15.8,89.8,33.0,56.9,314,84.9,3.486912
2021-08-13 14:00:00,0.03,0.0,1681,15.0,93.6,28.0,55.5,299,86.6,3.7104320000000004
2021-08-13 15:00:00,0.03,0.0,1502,14.1,94.6,25.0,53.7,283,88.2,5.2303679999999995
2021-08-13 16:00:00,0.03,0.0,1236,12.4,94.5,22.0,50.3,280,89.2,4.872736
2021-08-13 17:00:00,0.02,0.0,913,11.7,93.9,22.0,48.7,274,89.8,4.4704
2021-08-13 18:00:00,0.01,0.0,242,11.0,88.2,24.0,47.1,259,90.0,3.7551360000000003
2021-08-13 19:00:00,0.01,0.0,50,11.7,85.0,29.0,48.8,205,89.9,3.039872
2021-08-13 20:00:00,0.0,0.0,0,11.2,84.1,28.0,47.5,219,89.5,2.6375360000000003
2021-08-13 21:00:00,0.0,0.0,0,11.3,82.4,30.0,47.8,207,88.8,1.922272
2021-08-13 22:00:00,0.0,0.0,0,14.4,74.8,49.0,54.4,64,87.9,1.56464
2021-08-13 23:00:00,0.0,0.0,0,14.9,72.2,55.0,55.3,36,87.0,1.1176
2021-08-14 01:00:00,0.0,0.0,0,15.4,70.5,60.0,56.1,340,85.2,1.1176
2021-08-14 02:00:00,0.0,0.0,0,15.0,69.8,60.0,55.5,174,84.3,1.251712
2021-08-14 03:00:00,0.0,0.0,0,14.3,67.1,63.0,54.2,36,83.6,1.251712
2021-08-14 04:00:00,0.0,0.0,0,16.3,64.5,79.0,57.8,52,82.9,1.385824
2021-08-14 05:00:00,0.0,0.0,0,15.7,64.1,77.0,56.7,185,82.1,1.162304
2021-08-14 06:00:00,0.0,0.0,31,17.4,62.3,91.0,59.6,314,81.4,0.715264
2021-08-14 07:00:00,0.0,0.0,250,19.2,67.5,84.0,62.4,312,80.7,0.983488
2021-08-14 08:00:00,0.01,0.0,623,18.4,74.2,64.0,61.2,24,80.1,1.519936
2021-08-14 09:00:00,0.01,0.0,1019,15.9,79.2,47.0,57.0,3,80.0,1.34112
2021-08-14 10:00:00,0.02,0.0,1350,15.9,84.7,39.0,57.0,291,80.6,1.296416
2021-08-14 11:00:00,0.03,0.0,1586,16.7,90.9,34.0,58.4,350,82.1,2.01168
2021-08-14 12:00:00,0.03,0.0,1710,16.7,93.2,31.0,58.4,298,84.0,2.592832
2021-08-14 13:00:00,0.03,0.0,1730,16.8,96.4,29.0,58.6,315,86.1,3.12928
2021-08-14 14:00:00,0.03,0.0,1647,16.9,99.0,27.0,58.7,316,87.9,3.173984
2021-08-14 15:00:00,0.03,0.0,1450,17.2,100.1,26.0,59.2,328,89.5,2.7269439999999996
2021-08-14 16:00:00,0.02,0.0,1157,17.8,100.3,27.0,60.2,333,90.7,3.039872
2021-08-14 17:00:00,0.02,0.0,793,16.1,98.2,26.0,57.4,227,91.5,2.8163519999999997
2021-08-14 18:00:00,0.01,0.0,395,13.4,95.4,23.0,52.3,199,91.7,3.486912
2021-08-14 19:00:00,0.01,0.0,95,12.9,88.2,28.0,51.4,189,,3.57632
2021-08-14 20:00:00,0.0,0.0,0,12.7,83.2,33.0,51.0,187,,2.9504639999999998
2021-08-14 21:00:00,0.0,0.0,0,14.0,77.8,43.0,53.5,310,,0.89408
2021-08-14 22:00:00,0.0,0.0,0,14.6,74.9,49.0,54.6,280,,1.162304
2021-08-14 23:00:00,0.0,0.0,0,16.1,69.6,65.0,57.4,45,,2.324608
2021-08-15 01:00:00,0.0,0.0,0,16.1,66.7,72.0,57.4,354,86.2,1.028192
2021-08-15 02:00:00,0.0,0.0,0,15.8,67.1,70.0,56.9,120,85.2,1.028192
2021-08-15 03:00:00,0.0,0.0,0,15.8,66.0,72.0,56.8,349,84.2,1.519936
2021-08-15 04:00:00,0.0,0.0,0,15.9,64.4,77.0,57.1,353,83.4,1.207008
2021-08-15 05:00:00,0.0,0.0,0,18.5,63.9,91.0,61.2,219,82.7,0.89408
2021-08-15 06:00:00,0.0,0.0,29,18.8,62.9,96.0,61.7,264,81.9,1.296416
2021-08-15 07:00:00,0.0,0.0,218,20.8,67.4,91.0,64.6,303,81.2,1.78816
2021-08-15 08:00:00,0.01,0.0,557,21.0,72.9,76.0,64.9,342,80.7,1.966976
2021-08-15 09:00:00,0.01,0.0,923,21.3,76.7,68.0,65.2,311,80.6,2.324608
2021-08-15 10:00:00,0.02,0.0,1222,19.2,81.1,53.0,62.3,271,81.1,1.743456
2021-08-15 11:00:00,0.02,0.0,1441,18.1,89.3,38.0,60.7,322,82.2,1.6987519999999998
2021-08-15 12:00:00,0.03,0.0,1572,17.8,93.7,33.0,60.2,349,83.8,2.01168
2021-08-15 13:00:00,0.03,0.0,1576,17.8,95.4,31.0,60.2,360,85.7,2.369312
2021-08-15 14:00:00,0.03,0.0,1492,17.9,97.8,29.0,60.3,354,87.6,2.1457919999999997
2021-08-15 15:00:00,0.02,0.0,1341,18.8,97.6,31.0,61.8,358,89.3,2.414016
2021-08-15 16:00:00,0.02,0.0,1053,19.1,97.4,32.0,62.3,80,90.6,1.519936
2021-08-15 17:00:00,0.01,0.0,644,20.0,96.9,33.0,63.4,34,91.3,2.101088
2021-08-15 18:00:00,0.01,0.0,318,20.7,93.3,39.0,64.4,32,91.5,2.45872
2021-08-15 19:00:00,0.01,0.0,76,16.2,89.8,34.0,57.6,146,,2.1457919999999997
2021-08-15 20:00:00,0.0,0.0,0,15.0,84.4,37.0,55.4,156,,1.296416
2021-08-15 21:00:00,0.0,0.0,0,17.1,76.7,55.0,59.1,49,,1.028192
2021-08-15 22:00:00,0.0,0.0,0,17.8,73.4,64.0,60.2,45,,1.519936
2021-08-15 23:00:00,0.0,0.0,0,17.6,70.9,68.0,59.9,48,,1.028192
2021-08-16 01:00:00,0.0,0.0,0,18.1,67.8,78.0,60.7,64,86.1,1.34112
2021-08-16 02:00:00,0.0,0.0,0,19.9,66.6,89.0,63.4,58,85.1,1.207008
2021-08-16 03:00:00,0.0,0.0,0,20.7,66.0,95.0,64.5,15,84.2,0.715264
2021-08-16 04:00:00,0.0,0.0,0,20.7,65.0,98.0,64.4,38,83.4,0.67056
2021-08-16 05:00:00,0.0,0.0,0,20.3,64.5,98.0,63.9,221,82.7,0.625856
2021-08-16 06:00:00,0.0,0.0,23,20.1,64.3,98.0,63.7,176,81.9,0.9387840000000001
2021-08-16 07:00:00,0.0,0.0,179,21.5,67.3,94.0,65.5,309,81.2,0.67056
2021-08-16 08:00:00,0.01,0.0,503,21.4,73.5,76.0,65.4,317,80.6,1.6987519999999998
2021-08-16 09:00:00,0.01,0.0,913,20.2,78.6,60.0,63.8,301,80.5,1.743456
2021-08-16 10:00:00,0.02,0.0,1310,17.4,85.0,42.0,59.6,310,81.0,1.8775680000000001
2021-08-16 11:00:00,0.03,0.0,1541,17.5,90.8,36.0,59.8,319,82.2,1.743456
2021-08-16 12:00:00,0.03,0.0,1691,17.1,94.5,31.0,59.1,320,84.0,1.4752319999999999
2021-08-16 13:00:00,0.03,0.0,1724,16.8,99.1,26.0,58.6,323,86.3,2.1457919999999997
2021-08-16 14:00:00,0.03,0.0,1671,15.0,102.2,22.0,55.5,327,88.5,1.8328639999999998
2021-08-16 15:00:00,0.03,0.0,1483,13.2,102.6,19.0,51.9,263,90.6,3.57632
2021-08-16 16:00:00,0.03,0.0,1226,12.0,101.1,18.0,49.4,259,,5.588
2021-08-16 17:00:00,0.02,0.0,854,11.6,97.3,19.0,48.6,257,,6.347968
2021-08-16 18:00:00,0.01,0.0,467,11.3,94.9,20.0,47.7,263,,4.02336
2021-08-16 19:00:00,0.01,0.0,121,11.3,90.5,23.0,47.8,230,,4.112768
2021-08-16 20:00:00,0.0,0.0,1,11.7,83.4,30.0,48.8,161,,2.8163519999999997
2021-08-16 21:00:00,0.0,0.0,0,12.2,78.2,37.0,49.8,172,,3.531616
2021-08-16 22:00:00,0.0,0.0,0,12.5,75.5,42.0,50.5,191,,5.006848
2021-08-16 23:00:00,0.0,0.0,0,12.1,74.2,42.0,49.6,185,,3.039872
2021-08-17 01:00:00,0.0,0.0,0,11.5,75.1,38.0,48.1,216,,2.2799039999999997
2021-08-17 02:00:00,0.0,0.0,0,11.7,76.2,38.0,48.7,232,86.0,2.995168
2021-08-17 03:00:00,0.0,0.0,0,12.2,73.0,44.0,49.7,209,85.1,2.7269439999999996
2021-08-17 04:00:00,0.0,0.0,0,12.5,68.6,52.0,50.4,173,84.3,1.1176
2021-08-17 05:00:00,0.0,0.0,0,12.9,66.2,59.0,51.4,167,83.5,1.654048
2021-08-17 06:00:00,0.0,0.0,44,13.4,65.6,62.0,52.3,212,82.6,1.1176
2021-08-17 07:00:00,0.0,0.0,280,14.4,70.1,57.0,54.3,333,81.8,0.9387840000000001
2021-08-17 08:00:00,0.01,0.0,616,14.3,75.5,48.0,54.2,355,81.1,1.519936
2021-08-17 09:00:00,0.01,0.0,889,13.8,77.6,43.0,53.2,155,81.0,1.34112
2021-08-17 10:00:00,0.01,0.0,932,13.9,79.6,40.0,53.4,286,81.6,1.966976
2021-08-17 11:00:00,0.02,0.0,1231,13.7,81.1,38.0,52.9,293,82.6,1.519936
2021-08-17 12:00:00,0.02,0.0,1486,14.0,84.0,35.0,53.5,273,83.7,1.78816
2021-08-17 13:00:00,0.03,0.0,1640,13.7,85.6,33.0,53.0,235,85.1,2.414016
2021-08-17 14:00:00,0.03,0.0,1660,13.6,87.9,30.0,52.7,234,86.7,2.503424
2021-08-17 15:00:00,0.03,0.0,1529,13.2,89.9,27.0,51.8,234,88.3,2.2352
2021-08-17 16:00:00,0.02,0.0,1240,12.6,89.4,27.0,50.7,189,89.6,4.380992
2021-08-17 17:00:00,0.02,0.0,868,12.3,85.5,29.0,50.0,180,90.0,5.588
2021-08-17 18:00:00,0.01,0.0,447,11.3,81.3,31.0,47.7,181,89.9,5.319776
2021-08-17 19:00:00,0.01,0.0,95,10.5,74.5,36.0,45.8,183,89.5,4.4704
2021-08-17 20:00:00,0.0,0.0,0,10.8,70.1,43.0,46.6,200,88.9,2.8163519999999997
2021-08-17 21:00:00,0.0,0.0,0,11.4,66.7,51.0,48.1,288,87.9,1.4752319999999999
2021-08-17 22:00:00,0.0,0.0,0,11.3,65.8,52.0,47.7,25,86.7,1.207008
2021-08-17 23:00:00,0.0,0.0,0,13.0,63.5,65.0,51.5,45,85.4,1.162304
2021-08-18 01:00:00,0.0,0.0,1,13.2,61.3,71.0,51.9,299,83.1,0.67056
2021-08-18 02:00:00,0.0,0.0,0,13.2,61.4,71.0,52.0,245,82.1,0.89408
2021-08-18 03:00:00,0.0,0.0,0,12.3,60.1,69.0,50.0,184,81.2,1.162304
2021-08-18 04:00:00,0.0,0.0,0,15.0,59.6,86.0,55.5,237,80.3,1.207008
2021-08-18 05:00:00,0.0,0.0,0,11.9,63.9,59.0,49.2,279,79.6,2.6375360000000003
2021-08-18 06:00:00,0.0,0.0,20,11.1,65.5,52.0,47.4,283,79.0,3.039872
2021-08-18 07:00:00,0.0,0.0,166,14.0,63.1,71.0,53.6,291,78.5,2.548128
2021-08-18 08:00:00,0.01,0.0,412,14.0,65.8,65.0,53.6,290,78.1,2.324608
2021-08-18 09:00:00,0.01,0.0,707,12.8,69.9,51.0,51.2,289,77.9,2.592832
2021-08-18 10:00:00,0.02,0.0,999,11.2,73.9,39.0,47.5,296,78.2,3.263392
2021-08-18 11:00:00,0.02,0.0,1238,11.3,76.5,36.0,47.7,294,78.8,4.02336
2021-08-18 12:00:00,0.02,0.0,1440,11.2,78.9,33.0,47.5,286,79.7,4.336288
2021-08-18 13:00:00,0.03,0.0,1522,11.1,81.2,30.0,47.2,285,80.8,3.844544
2021-08-18 14:00:00,0.02,0.0,1427,11.0,82.9,29.0,46.9,293,81.9,3.173984
2021-08-18 15:00:00,0.02,0.0,1161,10.9,84.7,27.0,46.7,297,83.2,2.2799039999999997
2021-08-18 16:00:00,0.01,0.0,629,10.8,83.6,28.0,46.6,300,84.3,1.922272
2021-08-18 17:00:00,0.01,0.0,396,12.2,82.1,33.0,49.8,322,85.0,2.324608
2021-08-18 18:00:00,0.01,0.0,197,11.4,80.0,33.0,48.0,287,85.2,3.6657279999999997
2021-08-18 19:00:00,0.01,0.0,48,11.9,77.0,38.0,49.2,273,85.2,4.24688
2021-08-18 20:00:00,0.0,0.0,0,12.2,73.3,44.0,49.9,256,84.8,2.7269439999999996
2021-08-18 21:00:00,0.0,0.0,0,12.1,69.9,48.0,49.6,255,84.2,1.56464
2021-08-18 22:00:00,0.0,0.0,0,10.4,70.4,41.0,45.7,219,83.3,1.609344
2021-08-18 23:00:00,0.0,0.0,0,9.7,69.2,40.0,43.7,231,82.4,1.385824
2021-08-19 01:00:00,0.0,0.0,0,10.1,64.3,49.0,44.9,95,80.5,1.251712
2021-08-19 02:00:00,0.0,0.0,1,11.7,62.8,60.0,48.7,24,79.7,1.251712
2021-08-19 03:00:00,0.0,0.0,0,12.1,61.1,66.0,49.6,45,79.0,0.9387840000000001
2021-08-19 04:00:00,0.0,0.0,0,12.0,59.5,69.0,49.4,46,78.3,0.8493759999999999
2021-08-19 05:00:00,0.0,0.0,0,14.7,57.6,90.0,54.8,335,77.6,0.89408
2021-08-19 06:00:00,0.0,0.0,21,15.3,57.9,93.0,56.0,211,76.9,1.4752319999999999
2021-08-19 07:00:00,0.0,0.0,236,16.5,61.7,88.0,58.0,301,76.3,0.8493759999999999
2021-08-19 08:00:00,0.01,0.0,601,17.4,68.7,73.0,59.5,286,75.8,1.654048
2021-08-19 09:00:00,0.01,0.0,923,14.1,74.1,49.0,53.7,278,75.8,2.324608
2021-08-19 10:00:00,0.02,0.0,1124,13.0,77.4,40.0,51.5,284,76.5,3.79984
2021-08-19 11:00:00,0.02,0.0,1366,13.2,81.3,36.0,52.0,306,77.6,2.68224
2021-08-19 12:00:00,0.03,0.0,1533,14.2,83.5,36.0,54.0,304,78.9,2.861056
2021-08-19 13:00:00,0.03,0.0,1590,13.1,86.1,31.0,51.7,301,80.4,2.9504639999999998
2021-08-19 14:00:00,0.02,0.0,1406,14.2,88.1,31.0,54.0,311,82.0,2.995168
2021-08-19 15:00:00,0.02,0.0,1228,14.0,88.5,31.0,53.6,301,83.5,3.442208
2021-08-19 16:00:00,0.02,0.0,942,14.2,86.8,32.0,53.9,298,84.6,4.202176
2021-08-19 17:00:00,0.01,0.0,555,13.3,84.4,33.0,52.1,289,85.3,4.604512000000001
2021-08-19 18:00:00,0.01,0.0,195,13.1,80.8,36.0,51.7,298,85.5,2.9504639999999998
2021-08-19 19:00:00,0.0,0.0,43,13.9,75.7,46.0,53.4,283,85.4,1.385824
2021-08-19 20:00:00,0.0,0.0,0,13.5,71.7,51.0,52.6,52,84.9,0.759968
2021-08-19 21:00:00,0.0,0.0,0,13.2,68.2,56.0,52.0,279,84.1,1.0728959999999998
2021-08-19 22:00:00,0.0,0.0,0,13.1,66.4,59.0,51.7,10,83.1,0.8493759999999999
2021-08-19 23:00:00,0.0,0.0,0,13.1,63.8,65.0,51.6,22,82.1,1.0728959999999998
2021-08-20 01:00:00,0.0,0.0,1,16.7,59.7,96.0,58.5,53,80.2,0.983488
2021-08-20 02:00:00,0.0,0.0,0,16.8,58.9,99.0,58.6,302,79.4,0.804672
2021-08-20 03:00:00,0.0,0.0,0,16.5,58.3,99.0,58.0,287,78.6,0.804672
2021-08-20 04:00:00,0.0,0.0,0,16.3,57.9,99.0,57.7,243,77.8,0.67056
2021-08-20 05:00:00,0.0,0.0,0,16.0,57.4,99.0,57.2,210,77.0,0.67056
2021-08-20 06:00:00,0.0,0.0,15,15.3,56.2,99.0,56.1,227,76.3,0.581152
2021-08-20 07:00:00,0.0,0.0,157,16.6,58.4,99.0,58.2,255,75.6,0.67056
2021-08-20 08:00:00,0.0,0.0,424,20.1,64.2,98.0,63.6,327,75.1,1.0728959999999998
2021-08-20 09:00:00,0.01,0.0,749,20.2,68.4,85.0,63.8,329,74.9,0.89408
2021-08-20 10:00:00,0.01,0.0,1046,20.0,72.2,74.0,63.5,324,75.2,1.519936
2021-08-20 11:00:00,0.02,0.0,1317,19.2,75.9,63.0,62.4,339,76.2,1.922272
2021-08-20 12:00:00,0.02,0.0,1424,16.8,79.1,49.0,58.6,348,77.6,1.654048
